,6063,6056,6052,6070,6054,6053,6055,6080,6064,6062,6060,6059,6081,6058,6057
2021-12-01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-18,3.25,2.5,7.1,1.8,1.8,6.0,0.01,0.01,1.85,1.85,0.01,0.01,0.01,4.0,4.7
2022-01-19,10.15,3.2,13.8,3.6,3.6,14.5,0.01,0.01,3.95,7.9,4.25,2.0,0.01,4.25,5.35
2022-01-20,13.0,2.5,1.8,1.8,5.4,7.8,2.4,0.01,0.01,0.01,4.0,4.25,1.65,0.1,5.3
2022-01-21,12.85,2.95,3.6,3.0,10.8,13.2,4.8,0.01,1.95,5.8,8.75,0.01,0.01,2.0,7.5
2022-01-22,8.25,10.0,10.8,9.6,11.4,19.8,3.6,6.9,6.05,7.85,2.25,8.0,0.01,2.0,11.0
2022-01-23,9.75,2.85,5.65,0.6,11.4,4.2,0.01,0.01,5.8,3.7,4.25,2.0,0.01,4.0,7.5
2022-01-24,13.0,7.5,7.8,3.0,4.8,10.8,0.01,0.01,2.1,0.01,6.0,0.01,0.01,0.01,5.0
2022-01-25,10.15,5.0,13.2,3.6,10.8,10.8,0.01,0.01,0.01,6.05,4.0,2.0,0.01,4.25,7.85
2022-01-26,0.01,2.5,6.6,7.2,14.4,12.6,3.6,0.6,3.15,2.1,4.25,4.25,2.0,2.0,7.85
2022-01-27,5.3,5.0,5.4,2.4,1.8,1.8,0.01,0.01,1.85,0.01,2.0,0.01,0.01,2.0,2.85
2022-01-28,2.35,2.5,0.01,3.6,1.2,3.6,4.2,3.25,1.85,1.85,2.0,0.01,0.01,4.0,2.5
2022-01-29,6.5,8.6,6.0,4.2,6.0,9.0,6.6,6.6,3.95,3.95,8.25,4.0,6.0,6.0,7.5
2022-01-30,15.3,10.0,8.15,12.6,7.8,15.6,14.4,13.8,6.3,6.3,2.0,2.0,4.0,4.0,13.2
2022-01-31,3.25,7.5,3.6,5.4,5.4,10.8,12.0,9.75,2.1,3.95,0.01,1.55,2.0,2.0,7.85
2022-02-01,17.35,0.01,7.2,10.8,7.8,9.3,15.0,22.3,4.45,8.15,9.0,7.0,8.75,4.0,5.75
2022-02-02,3.25,5.0,2.2,1.8,4.2,3.6,7.8,2.55,0.01,2.1,5.75,1.1,2.0,2.0,5.0
2022-02-03,3.65,7.5,5.45,8.4,6.0,5.4,10.2,7.9,3.7,4.2,2.0,4.25,0.01,2.0,5.75
2022-02-04,13.25,17.5,9.0,21.6,10.8,8.6,5.4,13.0,3.7,1.85,2.0,4.25,4.0,6.5,10.0
2022-02-05,7.1,8.2,9.6,17.4,13.8,5.4,5.4,12.9,2.1,1.85,6.0,4.0,2.0,4.0,7.7
2022-02-06,13.4,2.5,10.8,22.8,14.4,21.0,14.4,23.05,1.85,4.9,8.0,8.0,7.35,8.5,12.85
2022-02-07,10.15,2.5,8.4,9.6,10.8,10.2,4.7,14.0,2.1,1.85,3.5,2.0,2.0,6.0,6.6
2022-02-08,3.35,2.5,5.4,3.6,3.6,6.0,6.0,6.5,3.7,3.7,4.25,4.25,2.25,2.0,2.5
2022-02-09,10.55,7.5,13.2,1.8,5.7,6.6,4.8,10.55,3.95,3.95,8.5,4.25,0.01,0.01,8.2
2022-02-10,15.35,5.0,6.3,10.8,6.0,10.8,10.8,16.25,1.45,1.95,0.01,4.0,2.0,2.0,7.5
2022-02-11,6.5,7.5,6.6,10.8,4.2,6.0,6.6,13.4,1.85,1.85,2.0,0.01,0.01,2.0,6.0
2022-02-12,7.3,5.55,6.0,11.7,7.2,14.4,9.0,13.0,3.7,3.7,8.25,5.0,6.5,12.25,10.35
2022-02-13,10.4,4.8,2.4,16.2,15.0,15.6,18.6,20.05,4.45,6.3,8.5,5.25,6.25,8.5,11.95
2022-02-14,3.65,2.5,0.01,0.01,1.8,4.6,6.0,7.3,0.01,0.01,0.01,2.25,2.25,4.5,2.85
2022-02-15,3.25,7.85,9.6,8.4,4.2,7.8,9.0,9.75,1.2,5.8,4.85,6.1,0.01,0.01,7.85
2022-02-16,6.5,5.0,7.8,4.5,4.2,1.8,11.45,6.5,5.55,5.8,2.0,2.0,2.0,2.0,7.85
2022-02-17,7.3,7.5,6.6,1.8,7.2,9.6,9.0,13.4,1.85,3.95,4.5,2.0,4.0,1.3,7.5
2022-02-18,10.15,5.0,11.4,21.6,4.2,6.0,9.0,6.9,7.4,14.9,6.0,6.25,2.0,6.0,10.7
2022-02-19,13.0,2.5,2.4,7.2,3.6,9.6,13.6,16.65,1.85,1.85,4.25,4.0,4.0,6.0,6.95
2022-02-20,6.5,5.0,3.6,3.0,6.0,7.2,6.6,6.5,2.1,2.1,4.0,0.01,2.0,2.0,2.5
2022-02-21,5.6,0.01,7.8,4.2,7.2,11.4,10.2,16.85,2.35,2.35,4.25,0.01,6.0,8.0,7.5
2022-02-22,3.25,5.0,3.6,3.6,3.6,2.15,5.4,3.25,1.85,3.7,4.5,2.5,2.0,4.0,0.01
2022-02-23,6.5,0.01,0.01,0.01,3.6,1.8,6.6,6.5,0.01,3.7,2.0,2.0,4.25,6.0,5.35
2022-02-24,16.65,7.5,1.8,10.8,9.6,13.8,18.0,9.75,1.85,1.85,4.25,2.0,6.0,2.0,6.95
2022-02-25,16.25,15.0,7.2,7.8,8.4,18.0,7.8,17.05,2.45,2.1,2.0,2.0,0.01,6.0,12.5
2022-02-26,13.0,2.5,3.6,10.5,11.4,3.6,3.6,13.0,5.55,5.55,0.01,4.0,4.0,4.25,7.5
2022-02-27,13.4,7.5,6.0,12.0,9.0,13.2,9.0,12.6,1.85,1.85,2.0,2.0,4.25,2.0,7.5
2022-02-28,17.45,5.35,2.4,7.2,10.2,5.4,16.2,6.9,1.85,3.7,2.0,2.25,4.25,4.75,12.85
2022-03-01,3.25,5.0,4.2,6.0,2.4,2.4,3.6,3.25,3.7,5.55,2.0,2.0,2.0,0.01,10.0
2022-03-02,3.25,2.85,7.2,5.4,3.6,6.0,3.6,10.5,0.01,1.85,6.25,5.85,2.25,2.25,2.85
2022-03-03,5.6,12.5,4.2,6.0,5.4,6.0,13.8,10.15,0.01,0.01,2.0,2.0,0.01,4.0,5.0
2022-03-04,19.5,12.5,10.2,6.0,9.6,10.2,10.8,12.9,1.85,5.55,2.0,2.0,2.25,6.25,10.0
2022-03-05,10.15,5.0,10.2,10.2,8.4,7.2,6.6,13.4,9.25,9.25,4.25,2.0,0.01,2.25,12.85
2022-03-06,10.15,10.35,7.8,12.0,3.6,2.4,12.6,9.75,2.7,6.05,4.25,8.25,4.0,6.0,12.5
2022-03-07,13.1,6.6,12.0,3.3,15.0,0.01,13.8,13.8,2.35,6.05,8.5,6.5,4.0,4.0,10.0
2022-03-08,6.5,0.01,5.4,5.4,13.6,0.01,9.6,6.5,3.7,3.7,4.0,2.0,2.25,2.0,5.0
2022-03-09,0.01,2.5,3.6,10.8,4.2,0.01,3.6,13.4,1.85,6.3,4.0,0.01,2.25,0.01,0.01
2022-03-10,7.45,5.0,7.8,7.8,11.4,0.01,11.4,9.05,0.01,1.85,6.0,2.0,6.25,4.0,7.85
2022-03-11,10.15,10.35,6.0,14.4,7.2,0.01,8.4,17.05,0.01,6.05,4.75,4.25,2.0,2.0,7.85
2022-03-12,6.5,12.5,9.6,17.7,13.8,0.01,9.0,19.5,1.85,3.7,4.0,6.0,0.01,4.0,10.0
2022-03-13,13.0,5.0,4.2,7.7,8.4,0.01,13.2,13.4,1.85,3.7,2.85,4.5,2.25,4.0,5.0
2022-03-14,6.9,0.01,5.4,10.8,7.2,1.8,3.0,9.75,1.85,3.95,4.25,0.01,2.0,4.0,5.35
2022-03-15,10.55,0.01,4.2,8.4,3.0,0.01,7.8,6.9,2.1,2.1,4.0,3.35,2.25,2.25,7.85
2022-03-16,6.5,2.5,5.4,9.0,6.3,0.01,5.4,13.0,2.1,3.7,8.25,5.6,2.0,2.0,5.0
2022-03-17,9.75,0.01,6.6,17.4,12.6,0.01,11.4,8.25,1.85,1.85,4.0,8.0,5.1,8.0,11.2
2022-03-18,9.75,4.1,0.01,6.0,4.2,7.8,15.6,9.75,3.95,5.55,2.0,0.01,0.01,0.01,5.0
2022-03-19,10.55,2.5,6.6,15.0,5.4,9.0,11.4,9.75,3.7,3.7,6.0,2.0,0.01,4.0,5.7
2022-03-20,22.65,10.0,3.0,19.2,20.4,16.8,24.0,26.4,3.95,5.8,13.35,8.25,4.0,4.0,9.1
2022-03-21,13.0,7.5,2.4,17.4,12.6,9.6,13.2,12.1,1.85,1.85,4.0,8.25,6.25,8.0,12.3
2022-03-22,0.01,2.85,0.01,4.2,4.2,5.4,5.4,6.5,1.85,0.01,2.0,2.0,2.25,6.25,5.7
2022-03-23,0.01,0.01,0.01,1.8,4.5,3.6,4.8,13.8,1.85,2.1,4.5,0.01,2.5,4.25,11.05
2022-03-24,9.25,2.85,0.01,13.8,5.4,8.4,18.6,7.7,3.7,3.7,8.75,4.25,2.25,8.75,14.6
2022-03-25,9.75,5.0,0.01,12.0,7.8,6.6,12.6,12.9,1.85,5.55,8.25,6.25,0.01,2.0,12.5
2022-03-26,8.85,11.6,4.8,16.2,14.4,13.8,16.2,25.0,16.65,12.95,4.0,4.0,0.01,6.0,15.35
2022-03-27,13.0,7.5,10.2,9.0,13.8,16.2,12.0,23.55,6.05,7.4,10.75,4.25,0.01,4.0,9.2
2022-03-28,3.65,5.0,10.2,6.0,2.4,7.2,10.2,9.75,1.85,1.85,4.25,2.25,0.01,5.35,12.85
2022-03-29,6.5,0.01,3.6,4.2,6.6,6.6,0.01,6.5,0.01,1.85,2.0,0.01,0.01,2.0,7.85
2022-03-30,2.35,2.5,4.2,1.8,1.8,1.8,2.4,6.5,0.01,1.85,2.0,2.0,0.01,0.01,0.01
2022-03-31,9.75,7.5,7.2,9.6,4.8,6.6,15.6,9.75,0.01,1.85,2.0,6.0,0.01,3.35,10.35
2022-04-01,6.9,2.5,4.8,12.6,6.6,7.2,9.0,10.15,3.7,1.85,6.25,2.0,4.0,4.0,10.0
2022-04-02,6.5,0.01,7.2,9.0,3.0,8.4,0.01,13.0,2.1,1.85,0.01,0.01,0.01,0.01,5.0
2022-04-03,13.8,10.7,5.4,8.4,12.0,15.0,19.2,12.1,2.45,5.8,8.75,2.0,2.25,4.25,10.0
2022-04-04,10.15,6.0,9.0,6.0,10.2,12.6,13.8,19.5,3.95,3.7,4.0,2.0,4.0,6.0,10.35
2022-04-05,10.55,5.0,3.6,3.6,6.6,7.8,7.2,9.75,1.85,1.85,6.25,4.25,0.01,4.0,10.7
2022-04-06,7.3,2.5,1.8,3.9,6.0,5.4,10.2,7.3,1.85,3.7,10.25,2.0,2.0,0.01,10.0
2022-04-07,14.2,12.5,12.0,13.8,10.2,2.7,10.8,16.65,7.65,4.2,4.2,4.0,4.0,4.5,6.0
2022-04-08,9.75,2.5,10.2,9.0,9.0,7.2,6.0,16.25,9.5,5.8,10.0,2.0,6.0,6.0,5.0
2022-04-09,18.6,12.5,12.6,19.8,12.9,12.0,15.6,25.5,1.85,5.8,6.0,3.35,4.0,4.0,13.5
2022-04-10,26.3,7.5,6.3,13.2,18.9,16.8,16.8,26.4,5.15,7.9,12.25,11.65,4.0,6.0,17.85
2022-04-11,6.9,1.35,9.6,9.6,6.6,3.6,12.6,3.65,4.2,2.1,4.25,2.0,2.25,2.25,13.2
2022-04-12,16.25,7.85,6.0,5.4,1.8,11.4,15.0,13.0,1.85,0.95,4.5,0.01,0.01,4.5,9.45
2022-04-13,16.65,5.0,0.01,9.6,15.0,13.8,14.4,26.0,3.95,3.05,8.25,4.0,0.01,10.25,10.35
2022-04-14,17.05,5.0,11.4,7.2,3.6,11.4,15.6,23.15,3.7,9.75,8.0,0.01,0.01,2.0,10.7
2022-04-15,0.01,0.01,6.6,10.2,0.01,4.5,5.4,6.5,5.8,5.55,10.25,8.0,2.0,2.0,2.5
2022-04-16,8.65,8.2,9.6,16.8,1.8,14.4,12.0,16.65,7.9,7.9,10.5,4.0,4.0,2.0,12.5
2022-04-17,20.7,2.5,19.8,14.4,7.2,9.6,6.3,23.55,2.1,2.1,6.25,7.1,2.0,2.0,10.7
2022-04-18,3.25,5.0,2.4,4.2,12.6,6.0,4.2,3.25,1.85,1.85,6.0,6.0,4.0,2.0,5.0
2022-04-19,18.4,7.85,2.4,10.2,13.8,13.2,0.01,10.55,3.95,2.1,2.25,4.25,2.25,6.25,7.85
2022-04-20,0.01,0.01,1.8,1.8,0.01,1.8,1.8,6.5,0.01,3.95,2.25,0.01,0.01,0.01,0.01
2022-04-21,9.75,2.85,15.05,10.8,6.6,7.8,10.2,21.85,7.65,1.85,8.25,4.0,5.35,0.01,10.0
2022-04-22,3.25,5.0,0.01,7.2,3.0,4.2,1.8,6.9,8.15,0.01,0.01,0.01,0.01,0.01,2.5
2022-04-23,10.35,10.7,13.2,9.6,9.6,11.4,13.5,18.6,3.7,5.8,4.0,8.25,2.0,6.5,15.7
2022-04-24,6.5,10.7,3.6,12.0,7.8,18.6,21.6,26.0,0.01,1.85,13.0,8.0,6.0,10.25,16.05
2022-04-25,13.4,5.0,5.4,5.4,10.8,10.8,9.6,6.5,0.01,0.01,2.0,4.0,6.0,4.0,10.0
2022-04-26,3.65,0.01,3.6,0.01,1.8,3.0,8.4,6.9,1.85,1.85,4.0,2.0,0.01,4.0,2.5
2022-04-27,3.65,7.5,6.0,4.2,2.4,7.8,11.4,6.9,1.85,3.7,6.0,4.0,2.25,8.95,12.85
2022-04-28,13.8,10.0,9.0,10.2,9.0,10.8,16.2,14.65,1.85,2.8,6.0,6.0,8.5,8.0,12.5
2022-04-29,8.1,10.0,7.8,6.0,0.01,17.4,7.8,18.7,8.65,5.55,8.5,2.0,4.0,6.0,12.5
2022-04-30,7.3,7.85,14.4,12.6,0.01,9.6,13.8,10.15,4.15,8.15,6.5,4.0,0.01,0.01,8.55
2022-05-01,9.25,12.5,12.0,18.6,0.01,12.6,12.0,9.75,3.95,4.45,14.5,6.5,0.01,0.01,12.3
2022-05-02,3.25,12.3,9.6,12.6,3.6,13.8,12.0,6.9,6.3,5.8,9.85,8.5,0.01,2.0,18.9
2022-05-03,9.75,2.5,1.8,4.8,6.6,4.2,3.6,13.4,0.01,0.01,0.01,0.01,0.01,0.01,7.5
2022-05-04,3.25,5.0,3.6,5.4,2.4,4.2,9.0,10.55,2.1,1.85,6.5,2.0,2.0,0.01,0.01
2022-05-05,9.75,7.5,7.2,8.4,7.8,1.8,10.8,9.75,4.2,1.85,0.01,2.0,4.0,0.01,12.5
2022-05-06,3.25,7.5,13.8,9.3,8.4,7.2,9.6,13.0,7.65,9.75,6.0,6.5,4.25,2.25,7.5
2022-05-07,19.5,12.5,17.4,17.4,8.4,16.2,10.2,13.0,5.55,9.5,4.0,4.0,4.0,6.0,11.6
2022-05-08,6.9,5.0,5.4,5.4,8.4,10.8,10.8,10.15,3.3,3.7,4.0,4.25,2.0,4.0,9.8
2022-05-09,0.01,2.5,7.8,1.8,0.01,0.01,1.8,2.35,0.01,0.01,2.0,3.1,0.01,2.25,7.4
2022-05-10,16.65,5.35,3.0,13.8,5.4,10.8,13.8,13.4,0.01,0.01,4.5,2.5,4.5,4.5,12.2
2022-05-11,16.65,5.0,6.6,10.2,8.4,12.0,11.4,17.05,1.85,1.85,0.01,0.01,4.0,8.0,15.0
2022-05-12,9.75,7.5,12.0,14.4,5.1,11.4,9.0,16.55,7.25,9.5,4.25,4.75,6.75,6.25,15.35
2022-05-13,12.1,5.0,5.4,6.6,10.8,8.4,15.6,13.0,3.7,9.5,10.25,0.01,2.0,2.0,7.5
2022-05-14,6.5,12.5,7.2,9.0,8.4,5.4,13.8,13.4,1.85,5.55,4.0,0.01,0.01,0.01,5.35
2022-05-15,13.8,10.0,16.2,8.4,13.8,15.6,11.7,17.05,3.7,3.95,6.0,4.0,6.0,4.0,15.7
2022-05-16,23.95,8.55,14.4,12.9,14.4,15.6,16.8,19.5,7.65,5.55,14.5,8.5,2.5,2.0,11.7
2022-05-17,9.75,5.0,0.01,2.4,4.2,3.6,9.0,0.01,1.85,1.85,2.0,0.01,0.01,2.0,5.0
2022-05-18,6.5,0.01,0.01,4.2,13.2,13.2,10.2,9.75,1.85,5.8,6.0,8.0,4.0,4.0,0.01
2022-05-19,6.5,5.0,3.6,3.6,7.2,10.2,6.0,10.15,1.85,5.55,2.25,4.5,4.5,8.75,3.85
2022-05-20,3.25,5.0,1.8,3.9,4.8,3.6,7.2,6.9,1.85,3.7,6.0,6.0,4.0,2.0,5.0
2022-05-21,9.7,7.5,11.4,11.4,9.0,17.4,15.6,22.75,3.7,1.85,7.1,6.0,4.0,6.0,6.0
2022-05-22,16.25,9.1,9.6,16.2,10.8,13.2,9.6,21.85,5.8,9.75,12.25,10.0,8.0,6.0,15.0
2022-05-23,7.15,8.2,9.0,9.6,10.8,6.0,16.2,13.4,4.2,6.05,8.0,4.0,4.5,2.5,8.2
2022-05-24,9.25,5.0,0.01,4.8,6.0,12.0,12.6,10.15,0.01,0.01,2.25,2.25,4.0,2.0,7.85
2022-05-25,6.5,5.0,9.3,9.0,8.7,13.3,18.6,3.25,3.7,3.7,4.25,6.25,4.0,8.25,5.0
2022-05-26,6.9,5.0,4.2,4.2,1.8,3.6,10.2,10.55,1.85,5.6,8.25,4.0,3.1,2.0,7.5
2022-05-27,3.25,7.5,3.6,11.4,8.7,10.8,10.8,9.75,5.8,5.55,2.0,2.0,2.0,2.0,5.0
2022-05-28,16.65,7.5,6.0,10.2,13.0,12.6,15.0,26.0,7.9,7.4,8.5,6.5,0.01,2.0,17.5
2022-05-29,13.0,5.0,13.2,20.4,12.0,9.0,12.6,16.15,3.7,1.85,8.0,10.0,2.0,4.0,12.5
2022-05-30,13.0,7.5,10.8,15.0,15.6,19.8,18.6,13.25,7.45,3.7,8.0,4.25,4.25,6.0,16.95
2022-05-31,15.4,5.35,7.5,12.0,6.0,4.2,13.8,7.3,5.15,6.3,8.25,6.25,6.25,12.0,14.95
2022-06-01,12.9,7.5,7.2,8.4,5.1,11.4,12.6,16.65,5.55,1.85,6.0,6.0,4.0,4.0,7.5
2022-06-02,6.5,0.01,0.01,3.0,3.6,3.6,3.0,6.5,0.01,3.7,0.01,0.01,4.0,0.01,2.5
2022-06-03,6.5,10.35,0.01,8.4,6.0,10.2,18.0,20.7,3.7,1.85,4.25,2.25,2.25,0.01,14.1
2022-06-04,16.25,15.0,16.2,15.3,7.8,17.4,19.2,16.25,5.15,6.05,1.1,6.25,8.0,6.0,12.85
2022-06-05,16.85,10.0,14.4,22.8,10.8,10.2,17.4,20.3,6.05,3.7,0.01,14.75,8.25,6.25,11.6
2022-06-06,3.65,2.5,0.01,4.2,1.8,5.4,7.2,6.9,5.8,6.05,0.01,1.35,2.25,4.0,7.85
2022-06-07,13.8,5.0,12.0,8.4,7.8,9.0,6.6,13.4,0.95,0.01,6.5,8.0,4.25,4.0,10.35
2022-06-08,6.5,0.01,0.01,9.6,0.01,7.2,6.0,13.4,0.01,1.85,2.0,0.01,6.0,2.0,5.0
2022-06-09,9.75,6.6,10.2,10.2,10.8,9.0,13.2,15.35,6.05,3.7,0.01,2.25,2.25,6.25,7.85
2022-06-10,6.5,5.0,4.2,8.4,6.6,1.8,8.4,9.75,3.7,7.65,2.0,0.01,0.01,0.01,5.0
