,3869,3875,4924,4923,4214,4216,4217,3874,3881,3880,3870,3871,4213,3872,3873,3878,3877,3876
2022-04-10,4.0,2.0,5.0,12.0,3.5,0.01,1.75,6.25,7.0,5.25,2.5,2.0,4.0,0.01,2.0,6.0,6.0,4.0
2022-04-11,10.0,2.0,9.5,12.5,3.5,1.75,3.5,2.0,1.75,3.5,10.0,6.0,2.0,2.0,5.25,2.0,2.0,0.01
2022-04-12,12.25,10.0,19.25,18.25,9.0,5.25,9.0,6.0,11.25,5.5,10.25,12.25,8.0,10.0,6.0,4.0,8.0,8.0
2022-04-13,4.2,2.0,8.0,6.75,3.5,1.75,0.01,4.0,3.5,0.01,7.75,6.25,1.25,0.01,0.5,0.01,0.01,0.01
2022-04-14,2.0,2.0,2.25,5.0,3.5,1.75,1.75,2.0,1.75,1.75,2.75,2.0,4.0,2.0,4.0,2.0,2.0,2.0
2022-04-15,2.0,0.01,9.25,22.0,7.25,3.5,0.01,6.5,0.01,0.01,10.0,6.0,6.0,4.0,8.25,2.0,4.25,4.25
2022-04-16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-04-17,6.5,2.0,16.75,24.75,4.0,1.75,1.75,6.5,7.0,7.25,5.25,6.25,8.0,8.0,8.25,6.25,6.25,6.0
2022-04-18,8.5,8.25,6.0,15.0,7.75,5.25,4.0,8.25,1.75,1.75,7.75,4.0,2.0,4.0,6.25,2.25,2.25,6.25
2022-04-19,2.0,0.01,4.5,9.25,5.25,1.75,0.01,2.0,0.01,0.01,5.0,4.25,4.0,4.0,4.0,0.01,0.01,2.25
2022-04-20,2.0,2.0,2.25,4.75,1.75,1.75,1.75,0.01,1.75,1.75,2.75,2.0,2.0,0.01,0.01,2.0,2.0,2.0
2022-04-21,8.0,0.01,7.5,11.5,0.01,0.01,0.01,0.01,1.75,3.5,7.5,6.0,4.25,4.0,4.0,2.0,2.0,0.01
2022-04-22,8.0,8.25,18.5,35.25,10.75,5.75,7.75,10.0,12.25,7.0,13.5,12.5,16.5,12.5,12.5,6.25,8.0,8.25
2022-04-23,4.0,0.01,7.25,15.25,0.01,0.01,0.01,4.25,0.01,0.01,8.0,6.5,6.5,4.5,4.25,0.01,0.01,0.01
2022-04-24,8.0,8.25,9.0,21.75,3.5,1.75,9.0,8.5,7.0,7.0,7.5,4.25,6.25,6.5,4.25,6.0,10.5,8.75
2022-04-25,4.0,6.0,7.25,9.25,5.5,3.75,3.75,4.0,1.75,1.75,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0
2022-04-26,6.5,4.25,10.5,13.75,0.01,3.5,3.5,4.0,0.01,0.01,7.5,2.0,4.25,6.25,8.5,0.01,2.0,4.25
2022-04-27,4.0,2.25,9.25,13.25,3.75,2.25,0.01,2.25,0.01,0.01,10.0,4.0,4.0,2.0,4.0,0.01,0.01,2.25
2022-04-28,0.01,0.01,2.25,4.5,1.75,0.01,1.75,0.01,0.01,0.01,7.5,2.0,2.0,0.01,0.01,2.0,4.0,2.0
2022-04-29,0.01,2.0,10.25,23.25,3.5,2.25,4.0,2.0,3.5,5.25,18.0,11.75,10.0,10.0,10.0,2.0,2.0,4.0
2022-04-30,6.25,4.0,20.75,28.5,5.0,4.0,9.75,6.0,6.0,1.0,15.25,8.25,10.25,12.25,8.0,2.0,4.0,6.0
2022-05-01,12.25,6.25,7.75,20.25,9.25,5.5,11.75,8.5,9.5,3.75,12.75,8.25,6.5,6.25,4.25,4.0,6.0,8.5
2022-05-02,4.0,4.0,6.75,7.75,0.01,2.0,0.01,4.0,3.5,3.5,7.5,4.0,4.0,4.0,2.0,2.0,4.0,4.0
2022-05-03,6.25,2.0,7.5,11.5,1.75,3.5,1.75,0.01,3.5,1.75,8.0,4.0,6.25,6.25,6.25,2.25,0.01,2.0
2022-05-04,0.01,2.0,5.25,3.25,3.5,5.5,1.75,0.01,0.01,0.01,7.5,4.0,2.0,2.0,2.0,0.01,0.01,0.01
2022-05-05,2.0,0.01,7.25,22.0,0.01,0.01,0.01,2.0,0.01,0.01,10.25,4.25,6.0,6.0,4.0,2.0,0.01,4.0
2022-05-06,4.0,0.01,2.75,2.25,1.75,1.75,0.01,0.01,0.01,0.01,2.5,0.01,2.0,2.0,0.01,0.01,0.01,0.01
2022-05-07,10.5,8.25,11.75,14.25,10.75,10.75,7.0,6.25,1.75,1.75,18.25,0.01,0.01,8.5,8.25,2.0,4.0,6.0
2022-05-08,6.25,2.25,5.75,11.25,1.75,1.75,7.0,2.25,1.75,0.01,2.5,0.01,0.01,6.25,4.25,6.0,6.0,4.25
