,6602,6446,6445,6447,3751,6601,6600,6599,6598
2021-11-16,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-11-17,0.01,0.01,0.01,0.01,8.0,0.01,0.01,0.01,0.01
2021-11-18,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2021-11-19,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2021-11-20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-11-21,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2021-11-22,0.01,0.01,0.01,0.01,10.0,0.01,0.01,0.01,0.01
2021-11-23,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-11-24,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2021-11-25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-11-26,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2021-11-27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-11-28,0.01,0.01,0.01,0.01,8.0,0.01,0.01,0.01,0.01
2021-11-29,0.01,0.01,0.01,0.01,10.0,0.01,0.01,0.01,0.01
2021-11-30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-03,0.01,0.01,0.01,0.01,8.0,0.01,0.01,0.01,0.01
2021-12-04,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-12-05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-06,0.01,0.01,0.01,0.01,8.0,0.01,0.01,0.01,0.01
2021-12-07,0.01,0.01,0.01,0.01,4.85,0.01,0.01,0.01,0.01
2021-12-08,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-12-09,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-12-10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-11,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2021-12-12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-18,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2021-12-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-21,0.01,0.01,0.01,0.01,14.0,0.01,0.01,0.01,0.01
2021-12-22,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2021-12-23,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2021-12-24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-26,0.01,0.01,0.01,0.01,10.0,0.01,0.01,0.01,0.01
2021-12-27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2021-12-30,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2021-12-31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-03,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-04,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-07,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-08,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-09,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2022-01-10,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-16,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-17,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-18,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-21,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-22,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-01-23,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-24,0.01,0.01,0.01,0.01,13.99,0.01,0.01,0.01,0.01
2022-01-25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-27,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-28,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-01-29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-01-31,0.01,0.01,0.01,0.01,3.0,0.01,0.01,0.01,0.01
2022-02-01,0.01,0.01,0.01,0.01,8.0,0.01,0.01,0.01,0.01
2022-02-02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-02-03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-02-04,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01
2022-02-05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-02-06,0.01,0.01,0.01,0.01,2.0,0.01,0.01,0.01,0.01
2022-02-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-02-08,0.01,0.01,0.01,0.01,4.0,0.01,0.01,0.01,0.01
2022-02-09,0.01,0.01,0.01,0.01,6.0,0.01,0.01,0.01,0.01
2022-02-10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-02-11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
